id,ticker,created_at,full_text_preprocessed,entities.symbols,num_cashtags,query_params
1510383875553431555,$,Sat Apr 02 22:29:12 +0000 2022,good question why are you paying to be in a trading roomfree trading room via twtr cah bbio stld all amt tsem hznp cube,"[{'text': 'TWTR', 'indices': [207, 212]}, {'text': 'CAH', 'indices': [213, 217]}, {'text': 'BBIO', 'indices': [218, 223]}, {'text': 'STLD', 'indices': [224, 229]}, {'text': 'ALL', 'indices': [230, 234]}, {'text': 'AMT', 'indices': [235, 239]}, {'text': 'TSEM', 'indices': [240, 245]}, {'text': 'HZNP', 'indices': [246, 251]}, {'text': 'CUBE', 'indices': [252, 257]}]",9,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510368290044002304,$,Sat Apr 02 21:27:16 +0000 2022,see this sort of thing a lot  thats targeted to anyone in the us but irrelevant to most advertisers either arent being asked to select a target audience or its just not possible whats happeningtwtr,"[{'text': 'TWTR', 'indices': [225, 230]}]",1,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510360594276405257,$,Sat Apr 02 20:56:41 +0000 2022,well done for admitting it the corporate bullshit that came out of twitter between and as twtr killed its openness and built walls with api limits rd party apps was appalling entire teams of people parroting crap they should also stand up like you have,"[{'text': 'twtr', 'indices': [107, 112]}]",1,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510355279883522060,$,Sat Apr 02 20:35:34 +0000 2022,twtr max pain is for maturity ,"[{'text': 'TWTR', 'indices': [0, 5]}]",1,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510350076564348928,$,Sat Apr 02 20:14:53 +0000 2022,twtr,"[{'text': 'TWTR', 'indices': [0, 5]}]",1,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510350059157684225,$,Sat Apr 02 20:14:49 +0000 2022,twtr perfect swing short squeezed the fk outta the bears  banger connect us go to my bio and connect our dc,"[{'text': 'TWTR', 'indices': [0, 5]}]",1,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510344653362679809,$,Sat Apr 02 19:53:20 +0000 2022,weirdest soft drinks of all time kitty piddle soda eel flavored cola and other liquid atrocities ko din twtr pep via,"[{'text': 'KO', 'indices': [102, 105]}, {'text': 'DIN', 'indices': [106, 110]}, {'text': 'TWTR', 'indices': [111, 116]}, {'text': 'PEP', 'indices': [117, 121]}]",4,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510339977816645635,$,Sat Apr 02 19:34:46 +0000 2022,twtr fb when i was novice i made a lot of mistakesthen i came to know about this cmmunity,"[{'text': 'TWTR', 'indices': [0, 5]}, {'text': 'FB', 'indices': [6, 9]}]",2,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510337490162311169,$,Sat Apr 02 19:24:53 +0000 2022,bullish for twtr ,"[{'text': 'TWTR', 'indices': [23, 28]}]",1,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510406386047348737,$,Sat Apr 02 23:58:39 +0000 2022,been my xxx amc since jan im going to stay positive and wait for alerts because i cant watch the line too nerve wracking,"[{'text': 'amc', 'indices': [104, 108]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510406092030840835,$,Sat Apr 02 23:57:28 +0000 2022,great video about days to cover trend amc,"[{'text': 'AMC', 'indices': [38, 42]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510405662035124229,$,Sat Apr 02 23:55:46 +0000 2022,im not hating but this it the type of person you dont follow youre saying that amc is gonna run  next week stop with this madness amc had its run accept it and move on,"[{'text': 'AMC', 'indices': [84, 88]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510405426914942983,$,Sat Apr 02 23:54:50 +0000 2022,finally rd self retweet amc,"[{'text': 'AMC', 'indices': [28, 32]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510405389451419656,$,Sat Apr 02 23:54:41 +0000 2022,i take amc off on the weekends but i bleed red and white ,"[{'text': 'amc', 'indices': [7, 11]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510405289283051523,$,Sat Apr 02 23:54:17 +0000 2022,pick a side amc,"[{'text': 'AMC', 'indices': [39, 43]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510405241015083018,$,Sat Apr 02 23:54:06 +0000 2022,another retweet of my own tweet had to be done check it amc,"[{'text': 'AMC', 'indices': [58, 62]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510405091064434699,$,Sat Apr 02 23:53:30 +0000 2022,important for me to retweet my own tweet amc,"[{'text': 'AMC', 'indices': [42, 46]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510404877398204419,$,Sat Apr 02 23:52:39 +0000 2022,the reasoning makes sense anyoneeveryone poke logical holes in it without screaming amc,"[{'text': 'AMC', 'indices': [97, 101]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510404846981349376,$,Sat Apr 02 23:52:32 +0000 2022,amc if the fbi was watching the ticker last week around the halt time they should have a stronger case built against these shorts who are manipulating this,"[{'text': 'AMC', 'indices': [0, 4]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510406195684986886,$,Sat Apr 02 23:57:53 +0000 2022,spy got more hog than pig farmers,"[{'text': 'SPY', 'indices': [0, 4]}]",1,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510405593089347584,$,Sat Apr 02 23:55:30 +0000 2022,spy uvxy vxx bond yields being inverted for days or weeks indicate nothing remaining inverted for months or quarters could indicate a recession is coming in the future  months,"[{'text': 'SPY', 'indices': [0, 4]}, {'text': 'UVXY', 'indices': [5, 10]}, {'text': 'VXX', 'indices': [11, 15]}]",3,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510405400851804164,$,Sat Apr 02 23:54:44 +0000 2022,spy boo hoo hoo bear always so emotional,"[{'text': 'SPY', 'indices': [0, 4]}]",1,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510404905063776258,$,Sat Apr 02 23:52:45 +0000 2022,spy i have a toothbrush for each different type of food that ive maintained throughout much of my adult life for their seasoning ill be adding some stunning notes to my red baron cheese brush tonight,"[{'text': 'SPY', 'indices': [0, 4]}]",1,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510404595628998658,$,Sat Apr 02 23:51:32 +0000 2022,weekly gravestone daily buttefly rip then dip im with you spy spx,"[{'text': 'SPY', 'indices': [75, 79]}, {'text': 'SPX', 'indices': [80, 84]}]",2,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510404499063681029,$,Sat Apr 02 23:51:09 +0000 2022,scan results   mtop bullish trend on pair leo btt conv icx mapstop bullish trend on pair slv arkk fb googl spyall results buy signals,"[{'text': 'LEO', 'indices': [66, 70]}, {'text': 'BTT', 'indices': [74, 78]}, {'text': 'CONV', 'indices': [82, 87]}, {'text': 'ICX', 'indices': [91, 95]}, {'text': 'MAPS', 'indices': [99, 104]}, {'text': 'SLV', 'indices': [142, 146]}, {'text': 'ARKK', 'indices': [150, 155]}, {'text': 'FB', 'indices': [159, 162]}, {'text': 'GOOGL', 'indices': [166, 172]}, {'text': 'SPY', 'indices': [176, 180]}]",10,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510404385750192132,$,Sat Apr 02 23:50:42 +0000 2022,spy one day i will own so much hood that every retail yolo option gambler on here using it will fund my next investment,"[{'text': 'SPY', 'indices': [0, 4]}, {'text': 'HOOD', 'indices': [32, 37]}]",2,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510404343995981824,$,Sat Apr 02 23:50:32 +0000 2022,spy one day i will own so much hood that every retail yolo option gambler on here using it will fund my next investment,"[{'text': 'SPY', 'indices': [0, 4]}, {'text': 'HOOD', 'indices': [32, 37]}]",2,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510404170104582148,$,Sat Apr 02 23:49:50 +0000 2022,spy the cardiologist was an ass man that angina uvxy,"[{'text': 'SPY', 'indices': [0, 4]}, {'text': 'UVXY', 'indices': [52, 57]}]",2,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510403624148557831,$,Sat Apr 02 23:47:40 +0000 2022,scan results   mtop bullish trend on pair leo btt conv icx mapstop bullish trend on pair slv arkk fb googl spyall results buy signals,"[{'text': 'LEO', 'indices': [66, 70]}, {'text': 'BTT', 'indices': [74, 78]}, {'text': 'CONV', 'indices': [82, 87]}, {'text': 'ICX', 'indices': [91, 95]}, {'text': 'MAPS', 'indices': [99, 104]}, {'text': 'SLV', 'indices': [142, 146]}, {'text': 'ARKK', 'indices': [150, 155]}, {'text': 'FB', 'indices': [159, 162]}, {'text': 'GOOGL', 'indices': [166, 172]}, {'text': 'SPY', 'indices': [176, 180]}]",10,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510367680389390337,$,Sat Apr 02 21:24:50 +0000 2022,hmhc open interest increases  on the week to a percentile rank of  put oi increased by  vs call oi of  pc ratio is,"[{'text': 'HMHC', 'indices': [0, 5]}]",1,query:$HMHC -$GME -$TSLA -$TWTR -$AMC -$SPY -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510278563575914503,$,Sat Apr 02 15:30:43 +0000 2022,hmhc  for a limited time we are opening our trading chatroom to the public,"[{'text': 'HMHC', 'indices': [0, 5]}]",1,query:$HMHC -$GME -$TSLA -$TWTR -$AMC -$SPY -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510246182081249281,$,Sat Apr 02 13:22:03 +0000 2022,houghton mifflin harcourt co shares near week high  market mover hmhc,"[{'text': 'HMHC', 'indices': [93, 98]}]",1,query:$HMHC -$GME -$TSLA -$TWTR -$AMC -$SPY -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510195337914376195,$,Sat Apr 02 10:00:01 +0000 2022,short sale volumenot short interest for flot on  is  iye  hmhc  pavm  vmbs ,"[{'text': 'FLOT', 'indices': [42, 47]}, {'text': 'IYE', 'indices': [94, 98]}, {'text': 'HMHC', 'indices': [103, 108]}, {'text': 'PAVM', 'indices': [113, 118]}, {'text': 'VMBS', 'indices': [123, 128]}]",5,query:$HMHC -$GME -$TSLA -$TWTR -$AMC -$SPY -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510389307399630849,$,Sat Apr 02 22:50:47 +0000 2022,dwac dis bout to get flipped,"[{'text': 'DWAC', 'indices': [0, 5]}, {'text': 'DIS', 'indices': [6, 10]}]",2,query:$DWAC -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510374969313742857,$,Sat Apr 02 21:53:48 +0000 2022,you can try uploading it to truth social dwac,"[{'text': 'dwac', 'indices': [46, 51]}]",1,query:$DWAC -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510370281944199174,$,Sat Apr 02 21:35:11 +0000 2022,dwac trending,"[{'text': 'DWAC', 'indices': [16, 21]}]",1,query:$DWAC -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510364069252919301,$,Sat Apr 02 21:10:29 +0000 2022,dwac amp phun sabotaged trump i think that is one conspiracy that even fox business wont cover,"[{'text': 'DWAC', 'indices': [29, 34]}, {'text': 'PHUN', 'indices': [41, 46]}]",2,query:$DWAC -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510342804786003982,$,Sat Apr 02 19:46:00 +0000 2022,planning on shorting that garbage dwac,"[{'text': 'DWAC', 'indices': [50, 55]}]",1,query:$DWAC -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
